,Final Pick,Total Projected Indy Wins,First Quarter Wins,Second Quarter Wins,Third Quarter Wins,Games Played By Carson (17 Max),Colts Made Playoffs,Playoff_Result,Game_Where_Indy_Fell_Out_of_Playoffs,Carson Benched On Purpose,Out_of_Division,Game_Where_Indy_Fell_Out_of_Division,Wins_of_Div_Winner,Out_of_Wildcard,Game_Where_Indy_Fell_Out_of_Wildcard,Wins_of_Last_WC,Week 1 Result,Week 2 Result,Week 3 Result,Week 4 Result,Week 5 Result,Week 6 Result,Week 7 Result,Week 8 Result,Week 9 Result,Week 10 Result,Week 11 Result,Week 12 Result,Week 13 Result,Week 14 Result,Week 15 Result,Week 16 Result,Week 17 Result,Draft Pick Points,Carson Final Snap %,Percentage of Total Occurances (%),Colts_Eliminated_From_Division_or_Wild_Card_Race_First
924,46,8.0,1,2,5,12.515118607764594,False,Missed Playoffs,15.0,True,True,15.0,10.0,True,15.0,10.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,IND,TB,IND,NE,ARI,IND,IND,440,73.61834475155644,0.01,Lost Wild Card and Division at Same Time
925,16,9.0,1,3,6,13.912619935535904,False,Missed Playoffs,16.0,True,True,16.0,11.0,True,16.0,10.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,BUF,IND,IND,NE,ARI,IND,IND,1000,81.83894079727003,0.01,Lost Wild Card and Division at Same Time
926,16,8.0,1,3,5,13.903345746150494,False,Missed Playoffs,17.0,True,True,16.0,10.0,True,17.0,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,IND,IND,ARI,OAK,IND,1000,81.78438674206173,0.01,Lost Division First
927,12,8.0,1,3,5,14.377801672081842,False,Missed Playoffs,16.0,True,True,16.0,10.0,True,16.0,10.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,BUF,TB,IND,NE,ARI,IND,IND,1200,84.5753039534226,0.01,Lost Wild Card and Division at Same Time
928,12,9.0,1,4,6,16.68925718344895,False,Missed Playoffs,,False,False,,9.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,TB,IND,NE,ARI,IND,IND,1200,98.17210107911148,0.01,Lost Wild Card and Division at Same Time
929,22,8.0,1,2,5,13.258545236380236,True,First Round Exit,,True,True,15.0,13.0,False,,8.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,IND,TB,IND,IND,ARI,OAK,IND,780,77.99144256694257,0.01,None
930,14,8.0,1,3,5,13.138613698250467,False,Missed Playoffs,16.0,True,True,15.0,10.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,HOU,IND,IND,NYJ,JAX,IND,IND,IND,IND,ARI,OAK,IND,1100,77.2859629308851,0.01,Lost Division First
931,6,6.0,1,2,5,14.115162657016421,False,Missed Playoffs,17.0,True,True,17.0,8.0,True,16.0,8.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,IND,HOU,NE,ARI,IND,JAX,1600,83.03036857068483,0.01,Lost Wild Card First
932,10,7.0,1,2,4,15.246232639999995,False,Missed Playoffs,17.0,True,True,15.0,10.0,True,17.0,8.0,SEA,LAR,TEN,IND,BAL,HOU,IND,TEN,IND,IND,BUF,TB,IND,NE,IND,IND,JAX,1300,89.68372141176468,0.01,Lost Division First
933,17,8.0,1,2,5,14.690201763402618,False,Missed Playoffs,,False,False,,9.0,True,16.0,10.0,SEA,LAR,TEN,IND,BAL,HOU,SF,IND,IND,IND,BUF,IND,IND,IND,ARI,OAK,IND,950,86.41295154942716,0.01,Lost Wild Card First
934,20,9.0,1,3,6,16.715604393191363,True,First Round Exit,,False,False,,9.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,IND,IND,NE,IND,OAK,IND,850,98.32708466583155,0.01,None
935,15,8.0,1,4,5,14.8508,False,Missed Playoffs,16.0,True,True,16.0,9.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,JAX,BUF,TB,IND,IND,ARI,OAK,IND,1050,87.35764705882353,0.01,Lost Wild Card and Division at Same Time
936,17,9.0,1,3,6,15.468624610042408,False,Missed Playoffs,,False,False,,9.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,IND,HOU,IND,IND,IND,JAX,950,90.9919094708377,0.01,Lost Wild Card and Division at Same Time
937,39,6.0,1,3,4,12.289997698997462,False,Missed Playoffs,15.0,True,True,14.0,13.0,True,15.0,10.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,JAX,BUF,TB,IND,NE,ARI,OAK,IND,510,72.29410411174977,0.01,Lost Division First
938,8,7.0,1,2,5,13.458736159999997,False,Missed Playoffs,17.0,True,True,15.0,10.0,True,17.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,IND,HOU,IND,ARI,IND,JAX,1400,79.1690362352941,0.01,Lost Division First
939,21,10.0,1,4,6,16.344961494402696,True,First Round Exit,,False,False,,10.0,False,,10.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,TB,HOU,IND,IND,IND,IND,800,96.14683232001586,0.01,None
940,15,8.0,1,3,4,14.458736159999997,False,Missed Playoffs,16.0,True,True,16.0,10.0,True,16.0,10.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,JAX,BUF,TB,IND,IND,ARI,IND,IND,1050,85.05138917647056,0.01,Lost Wild Card and Division at Same Time
941,30,10.0,1,3,6,14.756635881786005,True,Conference Final Exit,,False,False,,10.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,IND,TB,IND,IND,IND,OAK,IND,620,86.80374048109415,0.01,None
942,13,7.0,1,3,4,16.306918638420186,False,Missed Playoffs,17.0,False,True,17.0,9.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,NYJ,IND,BUF,TB,IND,IND,ARI,IND,JAX,1150,95.92305081423639,0.01,Lost Wild Card First
943,19,9.0,1,3,6,15.733721247665217,True,First Round Exit,,False,False,,9.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,IND,IND,NE,ARI,IND,IND,875,92.55130145685422,0.01,None
944,14,7.0,1,2,4,12.870647278499384,False,Missed Playoffs,17.0,True,True,16.0,9.0,True,17.0,8.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,JAX,BUF,IND,IND,IND,IND,OAK,JAX,1100,75.70968987352579,0.01,Lost Division First
945,16,8.0,1,4,6,15.939713867017488,False,Missed Playoffs,,False,False,,8.0,False,,8.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,TB,IND,NE,ARI,OAK,IND,1000,93.7630227471617,0.01,Lost Wild Card and Division at Same Time
946,10,7.0,1,3,5,16.37246940764631,False,Missed Playoffs,,False,False,,8.0,True,17.0,8.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,HOU,IND,ARI,IND,JAX,1300,96.30864357439006,0.01,Lost Wild Card First
947,15,8.0,1,3,6,14.791992,False,Missed Playoffs,17.0,True,True,16.0,10.0,True,17.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,BUF,IND,IND,NE,ARI,OAK,IND,1050,87.01171764705883,0.01,Lost Division First
948,12,8.0,1,4,6,13.924949044179645,False,Missed Playoffs,16.0,True,True,16.0,11.0,True,16.0,10.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,NYJ,IND,BUF,IND,HOU,IND,ARI,OAK,IND,1200,81.91146496576262,0.01,Lost Wild Card and Division at Same Time
949,17,9.0,1,3,7,16.737833398664854,False,Missed Playoffs,,False,False,,9.0,False,,9.0,SEA,LAR,TEN,IND,BAL,HOU,IND,IND,IND,IND,IND,IND,IND,NE,ARI,OAK,IND,950,98.45784352155796,0.01,Lost Wild Card and Division at Same Time
950,21,11.0,1,3,6,14.069105382886685,True,First Round Exit,,False,False,,11.0,False,,10.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,BUF,IND,IND,IND,IND,IND,IND,800,82.7594434287452,0.01,None
951,7,6.0,1,2,4,14.220927156150388,False,Missed Playoffs,,False,False,,7.0,True,15.0,9.0,SEA,LAR,TEN,IND,BAL,HOU,SF,IND,IND,IND,BUF,TB,IND,NE,ARI,IND,JAX,1500,83.65251268323757,0.01,Lost Wild Card First
952,27,9.0,1,4,6,16.8904,True,Second Round Exit,,False,False,,9.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,TB,IND,IND,ARI,OAK,IND,680,99.35529411764705,0.01,None
953,26,9.0,1,3,6,16.75396016,True,Second Round Exit,,False,False,,9.0,False,,9.0,SEA,LAR,TEN,IND,BAL,HOU,IND,IND,IND,IND,BUF,IND,IND,NE,ARI,IND,IND,700,98.5527068235294,0.01,None
954,42,6.0,1,2,4,11.45997240753543,False,Missed Playoffs,16.0,True,True,14.0,11.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,NYJ,IND,BUF,IND,HOU,IND,ARI,OAK,IND,480,67.41160239726723,0.01,Lost Division First
955,8,6.0,1,3,5,13.65085075678517,False,Missed Playoffs,15.0,True,True,15.0,10.0,True,15.0,10.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,BUF,TB,HOU,NE,ARI,OAK,IND,1400,80.29912209873629,0.01,Lost Wild Card and Division at Same Time
956,39,5.0,1,2,3,12.273172454463998,False,Missed Playoffs,14.0,True,True,13.0,13.0,True,14.0,9.0,SEA,LAR,TEN,IND,BAL,HOU,IND,TEN,IND,JAX,BUF,TB,IND,NE,ARI,OAK,IND,510,72.19513208508234,0.01,Lost Division First
957,20,9.0,1,3,6,16.8508,True,First Round Exit,,False,False,,9.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,IND,IND,NE,ARI,IND,IND,850,99.12235294117647,0.01,None
958,9,7.0,1,3,5,15.85923246354609,False,Missed Playoffs,,False,True,17.0,9.0,False,,7.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,BUF,TB,HOU,IND,ARI,IND,JAX,1350,93.28960272674172,0.01,Lost Division First
959,46,7.0,1,2,5,11.638364367183677,False,Missed Playoffs,16.0,True,True,15.0,10.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,IND,IND,NE,ARI,IND,JAX,440,68.46096686578633,0.01,Lost Division First
960,11,7.0,1,2,4,14.211290233599994,False,Missed Playoffs,16.0,True,True,16.0,9.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,HOU,SF,IND,IND,IND,BUF,TB,IND,NE,ARI,IND,IND,1250,83.59582490352938,0.01,Lost Wild Card and Division at Same Time
961,24,9.0,1,4,6,15.136353753574298,True,First Round Exit,,False,False,,9.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,NYJ,IND,IND,TB,IND,NE,ARI,IND,IND,740,89.03737502102528,0.01,None
962,31,8.0,1,4,6,15.999058824026713,True,Super Bowl Exit,,False,False,,8.0,False,,8.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,NYJ,IND,BUF,IND,IND,IND,ARI,OAK,JAX,600,94.1121107295689,0.01,None
963,10,7.0,1,2,4,14.77223807692944,False,Missed Playoffs,17.0,True,True,17.0,8.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,HOU,SF,IND,NYJ,IND,IND,TB,IND,IND,ARI,IND,JAX,1300,86.89551809958495,0.01,Lost Wild Card First
964,28,9.0,1,3,6,16.519746027053003,True,Second Round Exit,,False,False,,9.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,IND,TB,IND,IND,ARI,OAK,IND,660,97.17497662972355,0.01,None
965,43,7.0,1,2,4,12.684973788451432,False,Missed Playoffs,15.0,True,True,15.0,10.0,True,15.0,10.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,TB,IND,NE,ARI,IND,IND,470,74.61749287324372,0.01,Lost Wild Card and Division at Same Time
966,13,8.0,1,3,4,13.688460510540851,False,Missed Playoffs,16.0,True,True,16.0,10.0,True,16.0,10.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,JAX,BUF,TB,IND,IND,IND,OAK,IND,1150,80.52035594435795,0.01,Lost Wild Card and Division at Same Time
967,16,8.0,1,2,5,15.517544159999998,False,Missed Playoffs,16.0,True,True,16.0,10.0,True,16.0,10.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,IND,IND,IND,ARI,OAK,IND,1000,91.27967152941176,0.01,Lost Wild Card and Division at Same Time
968,18,9.0,1,2,5,14.517544159999998,False,Missed Playoffs,,True,True,15.0,12.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,IND,IND,NE,IND,IND,IND,900,85.39731858823528,0.01,Lost Division First
969,43,7.0,1,3,4,12.611872615677166,False,Missed Playoffs,16.0,True,True,15.0,9.0,True,16.0,8.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,NYJ,IND,BUF,TB,IND,NE,ARI,IND,IND,470,74.18748597457156,0.01,Lost Division First
970,14,7.0,1,4,5,15.383382987284701,False,Missed Playoffs,,False,False,,8.0,False,,8.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,NYJ,IND,BUF,TB,IND,NE,ARI,OAK,IND,1100,90.49048816049824,0.01,Lost Wild Card and Division at Same Time
971,38,6.0,1,1,3,11.376733317876262,False,Missed Playoffs,14.0,True,True,14.0,11.0,True,14.0,9.0,SEA,LAR,TEN,IND,BAL,HOU,SF,TEN,IND,IND,BUF,TB,HOU,IND,ARI,IND,IND,520,66.92196069338978,0.01,Lost Wild Card and Division at Same Time
972,12,8.0,1,3,5,16.121234330721077,False,Missed Playoffs,,False,False,,9.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,BUF,TB,IND,IND,ARI,OAK,IND,1200,94.83079018071221,0.01,Lost Wild Card and Division at Same Time
973,39,5.0,1,1,3,10.707321421206233,False,Missed Playoffs,15.0,True,True,14.0,12.0,True,15.0,9.0,SEA,LAR,TEN,IND,BAL,HOU,SF,TEN,IND,IND,BUF,TB,IND,NE,ARI,OAK,IND,510,62.98424365415431,0.01,Lost Division First
974,7,7.0,1,2,5,14.361896319999996,False,Missed Playoffs,16.0,True,True,16.0,8.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,IND,HOU,NE,IND,OAK,IND,1500,84.48174305882351,0.01,Lost Wild Card and Division at Same Time
975,7,7.0,1,3,4,14.047974870264973,False,Missed Playoffs,16.0,True,True,16.0,9.0,True,15.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,NYJ,IND,BUF,TB,HOU,IND,ARI,IND,IND,1500,82.63514629567631,0.01,Lost Wild Card First
976,44,7.0,1,2,4,11.687424650020866,False,Missed Playoffs,15.0,True,True,14.0,12.0,True,15.0,10.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,TB,IND,NE,ARI,IND,IND,460,68.74955676482863,0.01,Lost Division First
977,22,11.0,1,3,7,16.37598358605303,True,First Round Exit,,False,False,,11.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,IND,IND,IND,IND,ARI,IND,IND,780,96.32931521207666,0.01,None
978,12,8.0,1,2,4,14.323864479999996,False,Missed Playoffs,16.0,True,True,16.0,10.0,True,16.0,10.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,TB,IND,NE,IND,IND,IND,1200,84.25802635294116,0.01,Lost Wild Card and Division at Same Time
979,40,6.0,1,2,3,12.273933091263999,False,Missed Playoffs,15.0,True,True,14.0,9.0,True,15.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,NYJ,IND,BUF,TB,IND,IND,ARI,IND,JAX,500,72.1996064192,0.01,Lost Division First
980,14,8.0,1,3,5,13.064077263039648,False,Missed Playoffs,16.0,True,True,15.0,12.0,True,16.0,10.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,NYJ,IND,BUF,IND,IND,NE,ARI,IND,IND,1100,76.84751331199793,0.01,Lost Division First
981,17,8.0,1,3,5,15.757259649720792,False,Missed Playoffs,,False,False,,9.0,True,17.0,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,IND,IND,IND,OAK,JAX,950,92.68976264541642,0.01,Lost Wild Card First
982,17,9.0,1,4,6,14.8904,False,Missed Playoffs,,True,True,16.0,11.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,TB,HOU,IND,ARI,IND,IND,950,87.59058823529412,0.01,Lost Division First
983,16,9.0,1,3,6,14.7115977323445,False,Missed Playoffs,,True,True,16.0,11.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,IND,TB,HOU,IND,ARI,IND,IND,1000,86.53881019026177,0.01,Lost Division First
984,6,5.0,1,3,4,13.346907337663998,False,Missed Playoffs,15.0,True,True,15.0,8.0,True,15.0,8.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,NYJ,IND,BUF,TB,HOU,NE,ARI,OAK,IND,1600,78.51121963331764,0.01,Lost Wild Card and Division at Same Time
985,15,8.0,1,4,6,16.32277463682041,False,Missed Playoffs,,False,False,,8.0,False,,8.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,TB,HOU,IND,ARI,OAK,IND,1050,96.01632139306123,0.01,Lost Wild Card and Division at Same Time
986,29,8.0,1,3,5,15.288000506011356,True,Conference Final Exit,,False,False,,8.0,False,,8.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,BUF,TB,IND,IND,ARI,OAK,IND,640,89.92941474124328,0.01,None
987,28,10.0,1,4,6,16.57544718199705,True,Second Round Exit,,False,False,,10.0,False,,10.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,TB,IND,IND,ARI,IND,IND,660,97.50263048233559,0.01,None
988,6,6.0,1,3,4,12.986961752744211,False,Missed Playoffs,16.0,True,True,16.0,9.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,JAX,BUF,TB,IND,NE,IND,OAK,JAX,1600,76.39389266320124,0.01,Lost Wild Card and Division at Same Time
989,13,7.0,1,3,5,13.56287390667804,False,Missed Playoffs,17.0,True,True,13.0,14.0,True,17.0,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,JAX,BUF,IND,HOU,IND,ARI,IND,JAX,1150,79.78161121575317,0.01,Lost Division First
990,11,7.0,1,4,6,14.008628627773282,False,Missed Playoffs,17.0,True,True,17.0,9.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,TB,HOU,IND,ARI,OAK,JAX,1250,82.40369781043107,0.01,Lost Wild Card First
991,13,8.0,1,3,5,15.752392,False,Missed Playoffs,17.0,True,True,17.0,10.0,True,17.0,10.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,BUF,TB,IND,IND,ARI,IND,JAX,1150,92.6611294117647,0.01,Lost Wild Card and Division at Same Time
992,10,7.0,1,2,4,14.345401276799997,False,Missed Playoffs,16.0,True,True,16.0,9.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,JAX,BUF,IND,IND,IND,IND,OAK,JAX,1300,84.38471339294115,0.01,Lost Wild Card and Division at Same Time
993,14,8.0,1,2,5,13.48462855765211,False,Missed Playoffs,17.0,True,True,16.0,10.0,True,17.0,10.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,IND,HOU,IND,IND,IND,JAX,1100,79.32134445677713,0.01,Lost Division First
994,27,8.0,1,3,6,14.820985813129502,True,Second Round Exit,,True,True,16.0,9.0,False,,8.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,IND,HOU,NE,ARI,IND,IND,680,87.18226948899706,0.01,None
995,21,10.0,1,4,7,15.909447961437243,True,First Round Exit,,False,False,,10.0,False,,10.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,IND,IND,NE,ARI,IND,IND,800,93.58498800845437,0.01,None
996,12,7.0,1,3,5,14.403630693243187,False,Missed Playoffs,16.0,True,True,15.0,11.0,True,16.0,10.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,HOU,IND,ARI,IND,JAX,1200,84.72723937201874,0.01,Lost Division First
997,16,8.0,1,2,5,15.908709965644812,False,Missed Playoffs,,False,False,,9.0,False,,9.0,SEA,LAR,TEN,IND,BAL,HOU,IND,TEN,IND,IND,BUF,IND,IND,NE,ARI,IND,IND,1000,93.58064685673419,0.01,Lost Wild Card and Division at Same Time
998,10,7.0,1,3,6,14.412496254514805,False,Missed Playoffs,16.0,True,True,16.0,10.0,True,16.0,10.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,JAX,IND,IND,IND,NE,ARI,OAK,JAX,1300,84.77938973244002,0.01,Lost Wild Card and Division at Same Time
999,11,7.0,1,2,4,14.361896319999996,False,Missed Playoffs,17.0,True,True,15.0,9.0,True,17.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,TB,IND,IND,ARI,IND,JAX,1250,84.48174305882351,0.01,Lost Division First
1000,25,11.0,1,3,6,16.55403161348604,True,Second Round Exit,,False,False,,11.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,IND,TB,IND,IND,IND,IND,IND,720,97.37665654991787,0.01,None
1001,5,5.0,1,2,4,13.374477874604295,False,Missed Playoffs,16.0,True,True,15.0,9.0,True,16.0,8.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,TB,HOU,IND,ARI,OAK,JAX,1700,78.67339926237821,0.01,Lost Division First
1002,6,6.0,1,2,4,13.382672479999997,False,Missed Playoffs,15.0,True,True,15.0,10.0,True,15.0,10.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,TB,IND,NE,ARI,OAK,IND,1600,78.7216028235294,0.01,Lost Wild Card and Division at Same Time
1003,19,10.0,1,3,6,16.005772436038676,True,First Round Exit,,False,False,,11.0,False,,10.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,IND,TB,HOU,IND,IND,IND,IND,875,94.15160256493338,0.01,None
1004,13,8.0,1,2,4,13.059010812953211,False,Missed Playoffs,16.0,True,True,15.0,10.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,TB,IND,IND,ARI,IND,IND,1150,76.81771066443065,0.01,Lost Division First
1005,15,8.0,1,2,4,15.11157829997037,False,Missed Playoffs,,False,False,,8.0,False,,8.0,SEA,LAR,TEN,IND,BAL,HOU,IND,TEN,IND,IND,BUF,TB,IND,IND,ARI,IND,IND,1050,88.89163705864924,0.01,Lost Wild Card and Division at Same Time
1006,13,8.0,1,4,6,15.297603558025118,False,Missed Playoffs,,False,False,,9.0,True,17.0,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,NYJ,IND,BUF,IND,IND,NE,ARI,OAK,IND,1150,89.98590328250069,0.01,Lost Wild Card First
1007,28,8.0,1,2,4,16.38110432,True,Second Round Exit,,False,False,,9.0,False,,8.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,TB,IND,IND,IND,OAK,IND,660,96.35943717647058,0.01,None
1008,21,10.0,1,3,6,15.825391552727723,True,First Round Exit,,False,False,,11.0,False,,10.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,IND,IND,NE,IND,IND,IND,800,93.09053854545719,0.01,None
1009,43,7.0,1,3,4,12.557144159999998,False,Missed Playoffs,16.0,True,True,14.0,11.0,True,16.0,8.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,JAX,BUF,TB,IND,IND,ARI,OAK,IND,470,73.86555388235293,0.01,Lost Division First
1010,11,7.0,1,3,5,14.160592010223194,False,Missed Playoffs,17.0,True,True,17.0,9.0,True,17.0,9.0,SEA,LAR,TEN,IND,BAL,HOU,IND,IND,NYJ,IND,BUF,IND,IND,NE,ARI,IND,JAX,1250,83.29760006013643,0.01,Lost Wild Card and Division at Same Time
1011,12,7.0,1,2,4,14.468198874002644,False,Missed Playoffs,17.0,True,True,17.0,8.0,True,17.0,8.0,SEA,LAR,TEN,IND,BAL,HOU,SF,IND,IND,JAX,BUF,IND,IND,IND,ARI,IND,JAX,1200,85.10705220001556,0.01,Lost Wild Card and Division at Same Time
1012,6,6.0,1,2,3,12.757259157621398,False,Missed Playoffs,16.0,True,True,14.0,11.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,HOU,SF,IND,NYJ,JAX,BUF,IND,IND,IND,ARI,IND,JAX,1600,75.0427009271847,0.01,Lost Division First
1013,21,9.0,1,4,5,13.301123911763934,True,First Round Exit,,True,True,15.0,11.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,JAX,BUF,TB,IND,IND,ARI,IND,IND,800,78.24190536331726,0.01,None
1014,37,6.0,1,2,4,12.423033116799997,False,Missed Playoffs,15.0,True,True,14.0,13.0,True,15.0,11.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,TB,HOU,IND,ARI,IND,JAX,530,73.07666539294117,0.01,Lost Division First
1015,13,8.0,1,2,4,16.248425534738086,False,Missed Playoffs,,False,False,,9.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,TB,IND,IND,ARI,IND,IND,1150,95.57897373375344,0.01,Lost Wild Card and Division at Same Time
1016,14,8.0,1,4,5,16.712014145407377,False,Missed Playoffs,,False,False,,8.0,False,,8.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,NYJ,IND,BUF,TB,IND,IND,ARI,IND,JAX,1100,98.30596556121986,0.01,Lost Wild Card and Division at Same Time
1017,15,8.0,1,2,5,13.709106004722196,False,Missed Playoffs,16.0,True,True,15.0,11.0,True,16.0,10.0,SEA,LAR,TEN,IND,BAL,HOU,SF,IND,IND,IND,BUF,IND,IND,NE,IND,OAK,IND,1050,80.64180002777762,0.01,Lost Division First
1018,25,10.0,1,3,6,16.791992,True,Second Round Exit,,False,False,,10.0,False,,10.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,IND,TB,IND,NE,IND,IND,IND,720,98.77642352941177,0.01,None
1019,7,6.0,1,3,4,13.061892275120023,False,Missed Playoffs,16.0,True,True,16.0,9.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,NYJ,IND,BUF,TB,HOU,IND,ARI,IND,JAX,1500,76.83466044188249,0.01,Lost Wild Card and Division at Same Time
1020,37,5.0,1,2,3,10.296353359513738,False,Missed Playoffs,14.0,True,True,13.0,12.0,True,14.0,10.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,JAX,BUF,TB,HOU,NE,IND,OAK,IND,530,60.56678446772787,0.01,Lost Division First
1021,20,10.0,1,3,6,15.147842845172484,True,First Round Exit,,False,False,,10.0,False,,10.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,BUF,IND,IND,IND,ARI,IND,IND,850,89.10495791277931,0.01,None
